name,place_id,location,neighborhood,lat,lng,website,google_maps_url,rating,rating_count,categories,raw_modalities,types
Sweat Hot Yoga & Pilates Studio,ChIJXTsAtqoXLxgRpOWPx4jHCzs,"Limuru Rd, Nairobi, Kenya",,-1.2108285,36.7948647,https://www.sweatstudio.ke/,https://maps.google.com/?cid=4254713663259141540,4.8,(62),aerial; barre; strength-training; gym-time; yoga; pilates; reformer-pilates; prenatal-postnatal; mind-body; stretching,aerial-antigravity-yoga; barre; circuit-training; gym-time; hatha-yoga; high-intensity-pilates; hot-yoga; jivamukti-yoga; kundalini-yoga; lagree; mat-pilates; pilates; postnatal; power-yoga; prenatal-yoga; qi-gong; reformer-pilates; restorative-yoga; sculpt; stretching; trx; vinyasa-yoga; yin-yoga; yoga-nidra; yoga,establishment; gym; health; point_of_interest
Ateliar Pilates,ChIJZQNpJIAXLxgRT6sU8QTDp8E,"off Lower Kabete Rd, Nairobi, Kenya",,-1.2487987,36.7837279,https://m.facebook.com/Atelier-Pilates-551487124865624/,https://maps.google.com/?cid=13954336396422720335,5,(3),aerial; pilates; reformer-pilates; yoga,aerial-antigravity-yoga; high-intensity-pilates; lagree; mat-pilates; pilates; reformer-pilates; yoga,establishment; gym; health; point_of_interest
Yoga Fitviva Africa,ChIJuRiJHO8XLxgR_cp2atzPD1o,"Karura Ave, Nairobi, Kenya",,-1.2520541,36.813875,,https://maps.google.com/?cid=6489634133650098941,5,(2),aerial; yoga,aerial-antigravity-yoga; jivamukti-yoga; yoga,establishment; gym; health; point_of_interest
Anti-Gravity Pole & Aerial Studio,ChIJyz4zrrI9lR4Rv3irB9iF3TU,"37a Van Rooyen St, Morehill, Benoni, 1501, South Africa",,-26.1664675,28.3456249,,https://maps.google.com/?cid=3881405616751343807,4.7,(20),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
FLY YOGA,ChIJTQTfPBVu5kcR7AM8vkxJHbw,"61 Rue du Faubourg Poissonnière, 75009 Paris, France",,48.8752098,2.3476653,http://www.fly-yoga.fr/,https://maps.google.com/?cid=13555071047413007340,4.5,(142),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
AntiGravity LAB,ChIJk0yP_qxZwokR0eHHIgtvg9Y,"265 W 37th St 11th Floor, Suite 1100, New York, NY 10018, USA",,40.7540428,-73.9916533,http://www.antigravitylab.com/,https://maps.google.com/?cid=15457320439684522449,4.7,(91),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
My Gravity Fitness & Dance,ChIJ_1E8wM8QdkgRTvhMyiyjRYA,"1 Central Circus, London NW4 3JS, UK",,51.5824096,-0.2271869,https://www.mygravityfitness.co.uk/,https://maps.google.com/?cid=9242973223015741518,4.9,(118),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
Aerial Yoga Space Studio,ChIJ3ySl9mO75zsRmXPd0l8t0fo,"2nd floor, Above south land cafe, opposite aessen company gate.5 pawar nagar Thane (w) 400610, MHADA Colony, Thane West, Thane, Maharashtra 400610, India",,19.2263766,72.9643305,https://aerialyogaspace.wixsite.com/website,https://maps.google.com/?cid=18073276669197382553,5,(85),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
Alsa Yoga,ChIJ4fPODwBv5kcRQgpUVpD8CE4,"111 Rue de Longchamp, 75016 Paris, France",,48.8666539,2.2794056,https://agence-sisters-factory.com/alsayoga,https://maps.google.com/?cid=5623021831625902658,5,(9),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
Aerial Yoga London,ChIJo4l82cwcdkgReIV-kiSef40,"studio 2, 231-233 Stoke Newington Church St, London N16 9HP, UK",,51.5594295,-0.0867474,http://www.aerialyogalondon.co.uk/,https://maps.google.com/?cid=10196041961303868792,5,(10),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
Studio AIR Yoga & Pratiques bien-être,ChIJ2U37ZDdl5kcR8o5nvAM3dkk,"9 Rue Curie, 92150 Suresnes, France",,48.8793053,2.2342919,https://www.studioairyoga.fr/,https://maps.google.com/?cid=5293478901205929714,5,(36),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
"Sakura Studio - Pilates, Yoga & Wellness",ChIJjdwkbAAXLxgRoPRDLGAChqM,"Shell Lower Kabete Petrol Station, Nairobi, Kenya",,-1.2535712,36.7913193,,https://maps.google.com/?cid=11783108087144248480,5,(10),aerial; gym-time; pilates; reformer-pilates; strength-training; yoga,aerial-antigravity-yoga; gym-time; mat-pilates; pilates; reformer-pilates; trx; yoga,establishment; gym; health; point_of_interest
En Apesanteur Yoga,ChIJYynj2vlv5kcR0bJ0jOA5oYM,"37 Av. de Clichy, 75017 Paris, France",,48.8863081,2.3258587,http://www.enapesanteur.yoga/,https://maps.google.com/?cid=9484925926810890961,5,(16),aerial,aerial-antigravity-yoga,establishment; point_of_interest
Aria Pilates Paris,ChIJ4XOcQ9Zv5kcRRfWnSx_SsII,"118 Av. de Wagram, 75017 Paris, France",,48.8837359,2.3025847,https://ariapilatesparis.fr/,https://maps.google.com/?cid=9417257852686824773,5,(1),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
Flying Buddha Studio,ChIJjWV3btw0tokRtR9NOt4Z67E,"814 W Diamond Ave Suite 100, Gaithersburg, MD 20878, USA",,39.1435286,-77.2160407,https://flyingbuddhastudio.com/,https://maps.google.com/?cid=12820369206491815861,4.5,(42),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
Studio Aéroyoga Paris,ChIJd4tKay1t5kcRqkW3thLLGXk,"36 Rue de la Révolution, 93100 Montreuil, France",,48.8546001,2.4285053,https://www.aeroyoga-paris.com/,https://maps.google.com/?cid=8726229034242360746,5,(23),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
Air Studio,ChIJJ4ldMI4R5kcR4-Gh1igdps4,"30 Av. Emile Cossonneau, 93160 Noisy-le-Grand, France",,48.8487083,2.5565512,https://yoga-air-studio.fr/,https://maps.google.com/?cid=14890621279183954403,5,(32),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
arc fitness gym,ChIJQ1FWkhIVLxgRnpfXQmbg6Uk,"kasarani maternity, Nairobi, Kenya",Kasarani,-1.2211656,36.913334,,https://maps.google.com/?cid=5326034764155033502,5,(1),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
CECE YOGA AND POLE FITNESS,ChIJO2uw8PIXLxgR2GGejlbA6hs,"43 Apple Cross Rd, Nairobi, Kenya",,-1.2703584,36.7748365,https://www.wwwceceyogaandpolefitness.com/,https://maps.google.com/?cid=2011631661566812632,4.8,(20),aerial; dance; fitness; yoga,aerial-antigravity-yoga; aerial; cardio-dance; dance; fitness; pole-dance; restorative-yoga; yoga,establishment; gym; health; point_of_interest
Reforma Pilates Studio Kenya,ChIJp33lMV8bLxgR4UPJx-fqzlo,"The GreenHouse Mall, Nairobi, Kenya",,-1.300245,36.7818046,https://www.reformapilatesstudioke.com/,https://maps.google.com/?cid=6543425589826110433,4.9,(78),aerial; barre; fitness; gym-time; pilates; reformer-pilates; prenatal-postnatal; yoga; running; strength-training; stretching,aerial-antigravity-yoga; barre; fitness; gym-time; high-intensity-pilates; lagree; mat-pilates; pilates; postnatal; reformer-pilates; restorative-yoga; running; sculpt; strength-training; stretching; trx; yoga,establishment; gym; health; point_of_interest
Fluid Yoga & Wellness,ChIJ0ZA-Dq0ZLxgRAxC9NbqLnhw,"Ground Floor Greenwood Road, Nairobi, Kenya",,-1.2683686,36.8063526,http://www.fluid.ke/,https://maps.google.com/?cid=2062239311264026627,4.5,(8),aerial; gym-time; yoga; pilates; prenatal-postnatal; strength-training; stretching,aerial-antigravity-yoga; gym-time; jivamukti-yoga; pilates; power-yoga; prenatal-yoga; prenatal; restorative-yoga; sculpt; stretching; vinyasa-yoga; yoga,establishment; gym; health; point_of_interest
Pole Cult're,ChIJaXcT5k4XLxgRLgICpaB2R5w,"Riverside, Nairobi, Kenya",Riverside,-1.2706338,36.7911791,,https://maps.google.com/?cid=11261099825598431790,,,aerial; yoga,aerial-antigravity-yoga; aerial; jivamukti-yoga; yoga,establishment; gym; health; point_of_interest
BeatRoot Productions,ChIJw1I5x0oXLxgRCZmP7P5qh2g,"Universal TOWERS, 3rd Floor Mogotio Rd, Nairobi, Kenya",,-1.2642985,36.80772899999999,http://www.karunanilayam.org/,https://maps.google.com/?cid=7532106544923515145,5,(20),aerial; dance; yoga,aerial-antigravity-yoga; belly-dance; bollywood-dance; dance; hip-hop-dance; kundalini-yoga; modern-dance; restorative-yoga; vinyasa-yoga; yoga-nidra; yoga,establishment; gym; health; point_of_interest
Delight Hot Yoga - Nairobi | Original Hot Yoga|Bikram|26+2,ChIJobjBQ90bLxgRSur1XXed-J4,"4th Floor, Lavington Mall, James Gichuru Road, Nairobi, Kenya",Lavington,-1.2801228,36.7701194,https://delighthotyoga.com/,https://maps.google.com/?cid=11455078788219923018,4.9,(200),aerial; gym-time; yoga; pilates; stretching,aerial-antigravity-yoga; gym-time; hatha-yoga; hot-yoga; iyengar-yoga; jivamukti-yoga; pilates; power-yoga; restorative-yoga; stretching; vinyasa-yoga; yin-yoga; yoga,establishment; gym; health; point_of_interest
Sondr Studio,ChIJb0by0R4XLxgRG2Hl3DIqqj4,"Kyuna Rd, Nairobi, Kenya",,-1.2507277,36.7837829,,https://maps.google.com/?cid=4515467974335095067,4.8,(27),aerial; barre; fitness; gym-time; pilates; reformer-pilates; yoga; strength-training; stretching,aerial-antigravity-yoga; barre; fitness; gym-time; high-intensity-pilates; lagree; mat-pilates; pilates; reformer-pilates; restorative-yoga; sculpt; strength-training; stretching; trx; yoga,establishment; gym; health; point_of_interest
Karuna Nilayam Yoga Studio,ChIJVbJSirAXLxgR2PElvpXOeE0,"Universal TOWERS, 3rd Floor Mogotio Rd, Nairobi, Kenya",,-1.2643443,36.8077506,http://www.karunanilayam.org/,https://maps.google.com/?cid=5582438880661336536,5,(1),aerial; yoga; stretching,aerial-antigravity-yoga; jivamukti-yoga; kundalini-yoga; power-yoga; restorative-yoga; stretching; vinyasa-yoga; yin-yoga; yoga-nidra; yoga,establishment; gym; health; point_of_interest
Sky And Earth Retreats,ChIJqdOYTdkXLxgR-2NUFfNj_-k,"Kolobot Rd, Nairobi, Kenya",,-1.2697434,36.8167458,https://skyandearthretreats.com/,https://maps.google.com/?cid=16861305425584481275,4.5,(4),aerial; yoga; stretching,aerial-antigravity-yoga; jivamukti-yoga; stretching; yoga,establishment; point_of_interest
Body Equilibrium Studio,ChIJJyyZnyAXLxgRltDXSonSMFE,"Mwanzi Market Mwanzi Rd, Nairobi, Kenya",,-1.2553199,36.7997042,https://www.bodyeqstudio.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16093529016531410152,https://maps.google.com/?cid=5850407403062284438,5,(7),aerial; barre; gym-time; pilates; yoga; reformer-pilates; strength-training,aerial-antigravity-yoga; barre; gym-time; high-intensity-pilates; jivamukti-yoga; lagree; mat-pilates; pilates; reformer-pilates; sculpt; yoga,establishment; gym; health; point_of_interest
Jaya Yoga Studio-Kenya,ChIJ5RT7akIXLxgRkQJVdjaHrQA,"Masari Road, Nairobi, Kenya",,-1.2586127,36.8194144,,https://maps.google.com/?cid=48843838954209937,4,(4),aerial; gym-time; yoga,aerial-antigravity-yoga; gym-time; jivamukti-yoga; power-yoga; restorative-yoga; vinyasa-yoga; yin-yoga; yoga,establishment; gym; health; point_of_interest
Hot Yoga Nairobi,ChIJMXZUozE9LxgRVTTKxmR4B7c,"Waiyaki Wy, Nairobi, Kenya",,-1.2596689,36.7766952,,https://maps.google.com/?cid=13188642408004990037,,,aerial; yoga,aerial-antigravity-yoga; hot-yoga; jivamukti-yoga; yoga,establishment; gym; health; point_of_interest
BODY by Alison Caroline,ChIJo5tb9dobLxgRnCdyZqA5m0k,"102 Manyani E Rd, Nairobi, Kenya",,-1.2599328,36.77517539999999,https://bodybyalisoncaroline.com/,https://maps.google.com/?cid=5303896347235198876,5,(21),aerial; strength-training; cycling; fitness; gym-time; outdoors; personal-training; pilates,aerial-antigravity-yoga; circuit-training; cycling; fitness; gym-time; indoor-cycling; outdoors; personal-training; pilates; sculpt; strength-training; weightlifting,establishment; gym; health; point_of_interest
Om Oasis,ChIJ13PgnYEXLxgRzFKAsGO4BrQ,"Fifth Parklands Ave, Nairobi, Kenya",Parklands,-1.2579139,36.8219475,,https://maps.google.com/?cid=12972258514989765324,5,(5),aerial; yoga,aerial-antigravity-yoga; jivamukti-yoga; yoga,establishment; point_of_interest
YOGABURN,ChIJOYoo53IRLxgRikO-tKpQil0,"MUHOHO AVENUE SOUTH C OPP. CARMAX, MRPG+MJQ, Nairobi, Kenya",South C,-1.3132833,36.8266004,,https://maps.google.com/?cid=6740288486420398986,,,aerial; yoga,aerial-antigravity-yoga; jivamukti-yoga; yoga,establishment; health; point_of_interest
Victory Vibes,ChIJDffmSVGfLxgRaGWqsjfP0XQ,"Balozi Road, Kitengela, Kenya",,-1.4916771,36.9650214,https://victoryvibes.odoo.com/,https://maps.google.com/?cid=8417737016659830120,5,(3),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
Lotus Yoga Centre,ChIJp5V5PBAXLxgRfuInCbsw9uA,"Along 4th, Nairobi, Kenya",,-1.2567908,36.8166569,,https://maps.google.com/?cid=16210197488637305470,,,aerial; yoga,aerial-antigravity-yoga; jivamukti-yoga; yoga,establishment; gym; health; point_of_interest
Ikigai Nairobi Westlands (Peponi Road),ChIJqYRjYngXLxgRiNH6SeJIA20,"Peponi Rd, Nairobi, Kenya",,-1.2355052,36.7827159,https://ikigai.co.ke/westlands/,https://maps.google.com/?cid=7855202311805260168,4.6,(334),aerial; yoga; prenatal-postnatal,aerial-antigravity-yoga; jivamukti-yoga; postnatal; power-yoga,establishment; point_of_interest
Ashtanga Yoga,ChIJE-euv_YXLxgRir8w3iwEgLA,"PRRC+VP7, Fifth Parklands Ave, Nairobi, Kenya",Parklands,-1.2578017,36.8217249,https://instagram.com/lornajaimes?igshid=OGQ5ZDc2ODk2ZA==,https://maps.google.com/?cid=12718169938447089546,,,aerial; yoga,aerial-antigravity-yoga; ashtanga-yoga; jivamukti-yoga; yoga,establishment; gym; health; point_of_interest
endlessOM Yoga & Aerial,ChIJra7Wr4G3t4kRYtQgABkceb4,"905 U St NW, Washington, DC 20001, USA",,38.9171099,-77.0243294,https://www.endlessom.com/,https://maps.google.com/?cid=13725032233090208866,4.7,(65),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
Kenrail Towers,ChIJxwp5QeQXLxgRzUGvGYJHr5Y,"Ring Road, Nairobi, Kenya",,-1.2608979,36.8043437,http://www.krc.co.ke/,https://maps.google.com/?cid=10857975850715791821,4.3,(1799),aerial; dance; yoga,aerial-antigravity-yoga; contemporary-dance; modern-dance; yoga,establishment; point_of_interest; shopping_mall
Reflex Gym & Aerobics,ChIJLeuSoS8SLxgRLNs5pEjLVU4,"Nairobi, Kenya",,-1.3164613,36.8764732,,https://maps.google.com/?cid=5644641220832123692,5,(1),aerial,aerial-antigravity-yoga,establishment; gym; health; point_of_interest
